,0
5797,2
5798,3
5799,4
5800,2
5801,4
5802,6
5803,0
5804,6
5805,3
5806,3
5807,4
5808,5
5809,4
5810,6
5811,2
5812,6
5813,3
5814,0
5815,3
5816,5
5817,5
5818,3
5819,2
5820,0
5821,0
5822,1
5823,5
5824,6
5825,1
5826,1
5827,6
5828,0
5829,3
5830,0
5831,4
5832,3
5833,1
5834,3
5835,0
5836,6
5837,5
5838,2
5839,5
5840,2
5841,1
5842,2
5843,1
5844,4
5845,0
5846,0
5847,5
5848,4
5849,2
5850,6
5851,4
5852,4
5853,2
5854,2
5855,1
5856,0
5857,1
5858,5
5859,1
5860,4
5861,2
5862,1
5863,0
5864,2
5865,5
5866,5
5867,4
5868,1
5869,5
5870,1
5871,3
5872,5
5873,5
5874,4
5875,1
5876,0
5877,6
5878,5
5879,1
5880,1
5881,4
5882,2
5883,5
5884,2
5885,0
5886,6
5887,5
5888,4
5889,5
5890,2
5891,1
5892,5
5893,1
5894,4
5895,2
5896,5
5897,0
5898,4
5899,5
5900,1
5901,5
5902,5
5903,2
5904,4
5905,3
5906,0
5907,0
5908,3
5909,5
5910,5
5911,5
5912,1
5913,2
5914,5
5915,4
5916,3
5917,3
5918,3
5919,5
5920,1
5921,3
5922,1
5923,1
5924,1
5925,3
5926,0
5927,2
5928,4
5929,3
5930,4
5931,4
5932,4
5933,5
5934,3
5935,1
5936,3
5937,4
5938,1
5939,0
5940,3
5941,4
5942,1
5943,6
5944,5
5945,1
5946,5
5947,2
5948,2
5949,1
5950,3
5951,5
5952,1
5953,2
5954,4
5955,1
5956,2
5957,2
5958,3
5959,1
5960,3
5961,5
5962,0
5963,3
5964,3
5965,5
5966,4
5967,4
5968,2
5969,6
5970,1
5971,6
5972,2
5973,5
5974,6
5975,0
5976,4
5977,1
5978,3
5979,2
5980,3
5981,4
5982,5
5983,1
5984,3
5985,5
5986,4
5987,1
5988,1
5989,3
5990,3
5991,5
5992,1
5993,5
5994,4
5995,6
5996,2
5997,6
5998,5
5999,0
6000,4
6001,1
6002,3
6003,2
6004,4
6005,5
6006,2
6007,0
6008,1
6009,4
6010,1
6011,2
6012,4
6013,4
6014,1
6015,0
6016,4
6017,2
6018,0
6019,1
6020,5
6021,0
6022,3
6023,3
6024,2
6025,6
6026,1
6027,6
6028,4
6029,6
6030,3
6031,3
6032,2
6033,0
6034,1
6035,4
6036,0
6037,2
6038,2
6039,3
6040,5
6041,3
6042,2
6043,2
6044,4
6045,4
6046,3
6047,3
6048,2
6049,1
6050,4
6051,3
6052,0
6053,5
6054,4
6055,5
6056,3
6057,5
6058,3
6059,6
6060,0
6061,6
6062,1
6063,1
6064,0
6065,0
6066,5
6067,1
6068,0
6069,2
6070,4
6071,0
6072,6
6073,4
6074,5
6075,5
6076,3
6077,0
6078,3
6079,5
6080,2
6081,4
6082,3
6083,3
6084,3
6085,3
6086,2
6087,1
6088,6
6089,4
6090,4
6091,1
6092,0
6093,0
6094,1
6095,5
6096,2
6097,4
6098,0
6099,0
6100,5
6101,4
6102,4
6103,2
6104,3
6105,3
6106,0
6107,3
6108,2
6109,2
6110,2
6111,5
6112,2
6113,4
6114,0
6115,4
6116,6
6117,3
6118,4
6119,5
6120,5
6121,2
6122,1
6123,2
6124,1
6125,1
6126,5
6127,4
6128,5
6129,3
6130,5
6131,4
6132,2
6133,2
6134,5
6135,5
6136,4
6137,4
6138,4
6139,3
6140,3
6141,4
6142,5
6143,0
6144,1
6145,2
6146,4
6147,4
6148,1
6149,4
6150,6
6151,2
6152,2
6153,3
6154,0
6155,2
6156,4
6157,0
6158,3
6159,0
6160,6
6161,1
6162,3
6163,5
6164,4
6165,3
6166,3
6167,5
6168,3
6169,5
6170,2
6171,3
6172,1
6173,5
6174,4
6175,5
6176,0
6177,2
6178,1
6179,0
6180,2
6181,3
6182,1
6183,4
6184,0
6185,4
6186,5
6187,1
6188,0
6189,1
6190,6
6191,4
6192,3
6193,6
6194,1
6195,3
6196,0
6197,1
6198,1
6199,3
6200,4
6201,1
6202,4
6203,1
6204,0
6205,0
6206,1
6207,0
6208,4
6209,3
6210,3
6211,4
6212,2
6213,5
6214,1
6215,5
6216,6
6217,4
6218,1
6219,5
6220,0
6221,5
6222,0
6223,6
6224,2
6225,2
6226,2
6227,5
6228,3
6229,2
6230,0
6231,5
6232,0
6233,5
6234,5
6235,3
6236,3
6237,4
6238,0
6239,1
6240,4
6241,6
6242,2
6243,5
6244,6
6245,5
6246,6
6247,5
6248,3
6249,2
6250,3
6251,4
6252,0
6253,5
6254,0
6255,5
6256,5
6257,5
6258,4
6259,2
6260,5
6261,2
6262,4
6263,0
6264,3
6265,1
6266,3
6267,2
6268,2
6269,4
6270,3
6271,0
6272,1
6273,2
6274,5
6275,0
6276,5
6277,5
6278,5
6279,1
6280,0
6281,6
6282,3
6283,1
6284,4
6285,3
6286,5
6287,6
6288,6
6289,3
6290,4
6291,5
6292,2
6293,3
6294,3
6295,0
6296,5
6297,0
6298,4
6299,4
6300,2
6301,3
6302,4
6303,4
6304,2
6305,2
6306,4
6307,1
6308,1
6309,4
6310,4
6311,3
6312,0
6313,1
6314,3
6315,5
6316,6
6317,1
6318,5
6319,0
6320,4
6321,2
6322,5
6323,4
6324,2
6325,2
6326,0
6327,2
6328,2
6329,6
6330,0
6331,1
6332,2
6333,0
6334,4
6335,5
6336,1
6337,4
6338,0
6339,2
6340,3
6341,1
6342,3
6343,3
6344,6
6345,1
6346,6
6347,2
6348,2
6349,0
6350,0
6351,3
6352,5
6353,1
6354,4
6355,0
6356,2
6357,0
6358,5
6359,6
6360,1
6361,2
6362,2
6363,3
6364,4
6365,1
6366,6
6367,0
6368,0
6369,3
6370,2
6371,4
6372,6
6373,4
6374,3
6375,1
6376,0
6377,3
6378,0
6379,5
6380,0
6381,0
6382,2
6383,4
6384,1
6385,0
6386,5
6387,1
6388,5
6389,1
6390,5
6391,2
6392,5
6393,1
6394,4
6395,0
6396,0
6397,1
6398,0
6399,1
6400,5
6401,4
6402,4
6403,1
6404,5
6405,6
6406,3
6407,5
6408,3
6409,3
6410,1
6411,5
6412,4
6413,0
6414,5
6415,3
6416,6
6417,4
6418,3
6419,4
6420,3
6421,6
6422,0
6423,3
6424,5
6425,0
6426,1
6427,3
6428,5
6429,1
6430,5
6431,3
6432,4
6433,1
6434,4
6435,4
6436,3
6437,3
6438,4
6439,4
6440,1
6441,4
6442,1
6443,1
6444,4
6445,6
6446,0
6447,1
6448,6
6449,6
6450,4
6451,5
6452,4
6453,1
6454,5
6455,2
6456,3
6457,2
6458,0
6459,2
6460,2
6461,6
6462,0
6463,1
6464,5
6465,5
6466,3
6467,1
6468,4
6469,0
6470,4
6471,4
6472,6
6473,3
6474,3
6475,3
6476,2
6477,5
6478,2
6479,4
6480,6
6481,4
6482,1
6483,1
6484,4
6485,5
6486,1
6487,5
6488,0
6489,3
6490,6
6491,1
6492,1
6493,5
6494,0
6495,5
6496,2
6497,2
6498,4
6499,0
6500,6
6501,2
6502,4
6503,4
6504,3
6505,2
6506,3
6507,6
6508,4
6509,6
6510,0
6511,2
6512,1
6513,0
6514,3
6515,2
6516,2
6517,1
6518,3
6519,3
6520,5
6521,3
6522,3
6523,1
6524,5
6525,0
6526,0
6527,0
6528,3
6529,5
6530,5
6531,4
6532,1
6533,2
6534,1
6535,0
6536,2
6537,5
6538,3
6539,5
6540,3
6541,3
6542,5
6543,3
6544,6
6545,4
6546,3
6547,2
6548,3
6549,4
6550,6
6551,3
6552,3
6553,2
6554,3
6555,5
6556,1
6557,2
6558,5
6559,2
6560,3
6561,0
6562,2
6563,3
6564,0
6565,4
6566,1
6567,5
6568,5
6569,3
6570,0
6571,0
6572,1
6573,5
6574,2
6575,1
6576,4
6577,1
6578,5
6579,1
6580,1
6581,3
6582,3
6583,5
6584,1
6585,5
6586,4
6587,2
6588,0
6589,1
6590,4
6591,6
6592,2
6593,0
6594,2
6595,5
6596,3
6597,0
6598,0
6599,2
6600,5
6601,1
6602,1
6603,0
6604,5
6605,3
6606,1
6607,2
6608,2
6609,2
6610,1
6611,5
6612,5
6613,4
6614,5
6615,2
6616,3
6617,5
6618,0
6619,1
6620,1
6621,0
6622,3
6623,5
6624,3
6625,4
6626,5
6627,3
6628,2
6629,5
6630,2
6631,4
6632,1
6633,3
6634,0
6635,5
6636,4
6637,4
6638,0
6639,4
6640,0
6641,0
6642,3
6643,5
6644,1
6645,3
6646,4
6647,4
6648,3
6649,5
6650,6
6651,2
6652,3
6653,0
6654,1
6655,4
6656,0
6657,1
6658,2
6659,2
6660,3
6661,2
6662,0
6663,5
6664,6
6665,3
6666,2
6667,0
6668,4
6669,2
6670,5
6671,1
6672,0
6673,0
6674,3
6675,2
6676,3
6677,5
6678,4
6679,2
6680,0
6681,4
6682,4
6683,1
6684,4
6685,0
6686,1
6687,2
6688,5
6689,5
6690,4
6691,1
6692,5
6693,2
6694,5
6695,1
6696,0
6697,4
6698,3
6699,2
6700,5
6701,0
6702,3
6703,1
6704,5
6705,5
6706,1
6707,2
6708,1
6709,1
6710,4
6711,0
6712,1
6713,5
6714,3
6715,5
6716,5
6717,3
6718,5
6719,3
6720,4
6721,1
6722,1
6723,2
6724,5
6725,3
6726,6
6727,2
6728,5
6729,4
6730,1
6731,1
6732,2
6733,3
6734,0
6735,6
6736,1
6737,5
6738,3
6739,5
6740,3
6741,4
6742,4
6743,5
6744,0
6745,4
6746,3
6747,0
6748,4
6749,5
6750,3
6751,5
6752,0
6753,1
6754,4
6755,3
6756,0
6757,6
6758,2
6759,1
6760,3
6761,2
6762,3
6763,3
6764,3
6765,5
6766,3
6767,3
6768,5
6769,5
6770,3
6771,5
6772,1
6773,0
6774,4
6775,2
6776,1
6777,4
6778,3
6779,3
6780,1
6781,2
6782,2
6783,4
6784,4
6785,2
6786,3
6787,5
6788,2
6789,4
6790,1
6791,3
6792,5
6793,5
6794,3
6795,3
6796,0
6797,0
6798,2
6799,3
6800,4
6801,5
6802,5
6803,4
6804,3
6805,4
6806,3
6807,4
6808,4
6809,2
6810,5
6811,4
6812,2
6813,5
6814,2
6815,3
6816,2
6817,6
6818,3
6819,3
6820,3
6821,0
6822,3
6823,0
6824,4
6825,0
6826,4
6827,2
6828,1
6829,5
6830,3
6831,5
6832,1
6833,4
6834,5
6835,0
6836,1
6837,1
6838,0
6839,0
6840,0
6841,3
6842,1
6843,5
6844,4
6845,4
6846,3
6847,0
6848,5
6849,2
6850,1
6851,5
6852,6
6853,5
6854,5
6855,5
6856,5
6857,3
6858,2
6859,0
6860,6
6861,3
6862,2
6863,0
6864,3
6865,1
6866,1
6867,5
6868,5
6869,1
6870,6
6871,2
6872,4
6873,1
6874,1
6875,1
6876,3
6877,2
6878,5
6879,2
6880,1
6881,3
6882,2
6883,2
6884,2
6885,5
6886,2
6887,2
6888,2
6889,3
6890,1
6891,5
6892,3
6893,5
6894,0
6895,6
6896,0
6897,1
6898,3
6899,2
6900,1
6901,0
6902,3
6903,2
6904,1
6905,5
6906,0
6907,1
6908,5
6909,3
6910,4
6911,0
6912,5
6913,1
6914,4
6915,1
6916,4
6917,3
6918,2
6919,2
6920,2
6921,3
6922,4
6923,1
6924,5
6925,2
6926,4
6927,5
6928,1
6929,3
6930,5
6931,1
6932,5
6933,2
6934,1
6935,2
6936,2
6937,0
6938,2
6939,1
6940,2
6941,3
6942,0
6943,4
6944,2
6945,2
6946,2
6947,5
6948,4
6949,3
6950,2
6951,3
6952,4
6953,2
6954,3
6955,1
6956,5
6957,6
6958,4
6959,1
6960,4
6961,3
6962,5
6963,2
6964,4
6965,1
6966,3
6967,2
6968,4
6969,4
6970,5
6971,4
6972,3
6973,3
6974,6
6975,0
6976,5
6977,5
6978,1
6979,0
6980,5
6981,0
6982,0
6983,5
6984,5
6985,6
6986,1
6987,1
6988,0
6989,0
6990,2
6991,4
6992,4
6993,2
6994,5
6995,2
6996,3
6997,4
6998,2
6999,5
7000,3
7001,5
7002,1
7003,6
7004,2
7005,4
7006,1
7007,1
7008,5
7009,1
7010,4
7011,4
7012,5
7013,3
7014,6
7015,2
7016,0
7017,5
7018,5
7019,1
7020,1
7021,1
7022,1
7023,0
7024,6
7025,5
7026,1
7027,5
7028,6
7029,0
7030,3
7031,2
7032,1
7033,0
7034,4
7035,1
7036,1
7037,1
7038,0
7039,0
7040,5
7041,3
7042,1
7043,0
7044,4
7045,2
7046,2
7047,5
7048,0
7049,2
7050,2
7051,3
7052,3
7053,5
7054,4
7055,2
7056,3
7057,6
7058,2
7059,5
7060,5
7061,2
7062,5
7063,6
7064,4
7065,0
7066,1
7067,5
7068,2
7069,3
7070,3
7071,0
7072,3
7073,2
7074,0
7075,2
7076,1
7077,5
7078,3
7079,3
7080,3
7081,2
7082,3
7083,4
7084,2
7085,3
7086,4
7087,5
7088,2
7089,5
7090,5
7091,5
7092,1
7093,4
7094,0
7095,5
7096,3
7097,1
7098,3
7099,0
7100,3
7101,0
7102,4
7103,3
7104,5
7105,0
7106,5
7107,0
7108,3
7109,3
7110,4
7111,1
7112,3
7113,3
7114,5
7115,2
7116,0
7117,6
7118,2
7119,0
7120,1
7121,3
7122,5
7123,2
7124,1
7125,5
7126,0
7127,5
7128,2
7129,5
7130,1
7131,5
7132,0
7133,4
7134,4
7135,2
7136,3
7137,0
7138,2
7139,2
7140,1
7141,0
7142,6
7143,5
7144,4
7145,6
7146,2
7147,4
7148,5
7149,2
7150,0
7151,4
7152,3
7153,2
7154,3
7155,5
7156,0
7157,3
7158,1
7159,0
7160,4
7161,1
7162,4
7163,2
7164,2
7165,0
7166,0
7167,4
7168,5
7169,2
7170,5
7171,4
7172,5
7173,1
7174,6
7175,4
7176,2
7177,4
7178,3
7179,3
7180,4
7181,6
7182,3
7183,3
7184,2
7185,1
7186,1
7187,4
7188,0
7189,0
7190,4
7191,2
7192,3
7193,2
7194,0
7195,5
7196,4
7197,3
7198,6
7199,4
7200,2
7201,1
7202,5
7203,4
7204,1
7205,3
7206,5
7207,5
7208,3
7209,3
7210,2
7211,0
7212,0
7213,3
7214,3
7215,0
7216,1
7217,5
7218,1
7219,5
7220,0
7221,4
7222,3
7223,1
7224,0
7225,3
7226,5
7227,0
7228,2
7229,5
7230,3
7231,6
7232,5
7233,1
7234,2
7235,6
7236,3
7237,4
7238,3
7239,0
7240,3
7241,5
7242,1
7243,5
7244,1
7245,5
7246,4
7247,5
7248,5
7249,5
7250,1
7251,3
7252,1
7253,2
7254,0
7255,4
7256,3
7257,4
7258,3
7259,4
7260,5
7261,0
7262,6
7263,3
7264,3
7265,6
7266,3
7267,1
7268,5
7269,4
7270,0
7271,4
7272,5
7273,5
7274,2
7275,2
7276,4
7277,3
7278,1
7279,4
7280,4
7281,4
7282,0
7283,1
7284,4
7285,3
7286,1
7287,5
7288,5
7289,5
7290,4
7291,5
7292,5
7293,4
7294,5
7295,5
7296,2
7297,4
7298,5
7299,1
7300,5
7301,1
7302,4
7303,1
7304,6
7305,6
7306,2
7307,2
7308,3
7309,5
7310,1
7311,3
7312,0
7313,5
7314,2
7315,2
7316,3
7317,1
7318,6
7319,5
7320,6
7321,5
7322,0
7323,1
7324,2
7325,1
7326,5
7327,3
7328,2
7329,4
7330,5
7331,5
7332,6
7333,6
7334,3
7335,4
7336,1
7337,0
7338,0
7339,5
7340,0
7341,6
7342,3
7343,2
7344,4
7345,0
7346,0
7347,3
7348,1
7349,5
7350,1
7351,5
7352,5
7353,1
7354,0
7355,4
7356,2
7357,1
7358,2
7359,3
7360,0
7361,0
7362,3
7363,4
7364,2
7365,0
7366,5
7367,2
7368,1
7369,2
7370,2
7371,5
7372,0
7373,0
7374,0
7375,5
7376,0
7377,5
7378,0
7379,4
7380,0
7381,3
7382,1
7383,4
7384,1
7385,4
7386,1
7387,3
7388,3
7389,0
7390,1
7391,1
7392,0
7393,1
7394,4
7395,3
7396,1
7397,1
7398,0
7399,0
7400,4
7401,6
7402,4
7403,1
7404,5
7405,0
7406,1
7407,0
7408,1
7409,2
7410,0
7411,4
7412,1
7413,2
7414,3
7415,1
7416,0
7417,3
7418,2
7419,2
7420,4
7421,3
7422,1
7423,3
7424,5
7425,4
7426,0
7427,3
7428,3
7429,0
7430,1
7431,5
7432,2
7433,3
7434,2
7435,6
7436,0
7437,5
7438,2
7439,1
7440,1
7441,3
7442,2
7443,4
7444,6
7445,0
7446,4
7447,6
7448,1
7449,1
7450,1
7451,2
7452,6
7453,3
7454,5
7455,1
7456,1
7457,0
7458,2
7459,3
7460,6
7461,4
7462,5
7463,4
7464,4
7465,1
7466,3
7467,1
7468,0
7469,3
7470,2
7471,2
7472,5
7473,0
7474,5
7475,3
7476,3
7477,4
7478,2
7479,1
7480,0
7481,2
7482,2
7483,1
7484,1
7485,4
7486,5
7487,5
7488,5
7489,4
7490,6
7491,1
7492,2
7493,4
7494,2
7495,1
7496,1
7497,2
7498,1
7499,1
7500,6
7501,1
7502,3
7503,4
7504,0
7505,2
7506,3
7507,4
7508,0
7509,1
7510,1
7511,3
7512,4
7513,2
7514,6
7515,2
7516,2
7517,4
7518,3
7519,5
7520,3
7521,1
7522,3
7523,3
7524,2
7525,2
7526,2
7527,4
7528,5
7529,5
7530,2
7531,0
7532,2
7533,0
7534,2
7535,4
7536,0
7537,5
7538,1
7539,4
7540,5
7541,4
7542,3
7543,2
7544,5
7545,1
7546,3
7547,5
7548,0
7549,4
7550,3
7551,1
7552,1
7553,0
7554,5
7555,2
7556,5
7557,2
7558,2
7559,1
7560,0
7561,4
7562,2
7563,2
7564,0
7565,1
7566,2
7567,6
7568,2
7569,4
7570,3
7571,4
7572,2
7573,3
7574,0
7575,2
7576,2
7577,1
7578,2
7579,4
7580,1
7581,5
7582,2
7583,3
7584,4
7585,3
7586,3
7587,5
7588,4
7589,3
7590,4
7591,4
7592,3
7593,3
7594,2
7595,1
7596,4
7597,3
7598,3
7599,1
7600,4
7601,3
7602,3
7603,3
7604,4
7605,5
7606,1
7607,2
7608,1
7609,5
7610,1
7611,2
7612,4
7613,2
7614,2
7615,1
7616,4
7617,1
7618,3
7619,1
7620,3
7621,1
7622,0
7623,3
7624,0
7625,4
7626,1
7627,5
7628,2
7629,0
7630,5
7631,4
7632,5
7633,5
7634,3
7635,5
7636,3
7637,3
7638,2
7639,4
7640,5
7641,4
7642,5
7643,0
7644,3
7645,1
7646,4
7647,1
7648,1
7649,6
7650,0
7651,3
7652,4
7653,3
7654,6
7655,2
7656,3
7657,0
7658,3
7659,1
7660,0
7661,5
7662,2
7663,5
7664,0
7665,3
7666,4
7667,4
7668,1
7669,1
7670,3
7671,1
7672,3
7673,3
7674,3
7675,4
7676,1
7677,1
7678,0
7679,2
7680,0
7681,1
7682,4
7683,2
7684,0
7685,4
7686,2
7687,4
7688,5
7689,5
7690,5
7691,5
7692,1
7693,4
7694,4
7695,4
7696,0
7697,3
7698,0
7699,3
7700,2
7701,0
7702,1
7703,0
7704,2
7705,3
7706,5
7707,3
7708,6
7709,2
7710,3
7711,0
7712,5
7713,5
7714,2
7715,0
7716,5
7717,1
7718,6
7719,5
7720,2
7721,2
7722,0
7723,1
7724,3
7725,4
7726,1
7727,0
7728,5
7729,5
7730,2
7731,4
7732,4
7733,5
7734,3
7735,1
7736,2
7737,1
7738,4
7739,2
7740,4
7741,0
7742,2
7743,3
7744,3
7745,3
7746,5
7747,3
7748,3
7749,3
7750,5
7751,0
7752,2
7753,3
7754,2
7755,0
7756,1
7757,0
7758,2
7759,2
7760,6
7761,1
7762,1
7763,1
7764,1
7765,5
7766,5
7767,0
7768,3
7769,2
7770,5
7771,1
7772,2
7773,1
7774,1
7775,3
7776,0
7777,4
7778,6
7779,0
7780,2
7781,1
7782,5
7783,6
7784,4
7785,4
7786,3
7787,4
7788,6
7789,4
7790,2
7791,0
7792,6
7793,1
7794,0
7795,5
7796,2
7797,3
7798,4
7799,3
7800,1
7801,4
7802,3
7803,1
7804,6
7805,5
7806,3
7807,5
7808,1
7809,0
7810,3
7811,3
7812,6
7813,0
7814,3
7815,1
7816,1
7817,3
7818,2
7819,2
7820,5
7821,3
7822,6
7823,4
7824,1
7825,3
7826,0
7827,0
7828,6
7829,6
7830,0
7831,3
7832,4
7833,3
7834,5
7835,5
7836,6
7837,2
7838,1
7839,5
7840,4
7841,1
7842,6
7843,3
7844,5
7845,0
7846,6
7847,3
7848,3
7849,3
7850,3
7851,4
7852,1
7853,0
7854,0
7855,0
7856,0
7857,6
7858,1
7859,4
7860,3
7861,3
7862,6
7863,2
7864,0
7865,5
7866,4
7867,5
7868,4
7869,2
7870,2
7871,4
7872,1
7873,0
7874,1
7875,6
7876,3
7877,3
7878,4
7879,1
7880,5
7881,1
7882,0
7883,6
7884,1
7885,4
7886,3
7887,0
7888,3
7889,1
7890,5
7891,3
7892,2
7893,5
7894,4
7895,4
7896,2
7897,4
7898,2
7899,3
7900,1
7901,5
7902,0
7903,1
7904,1
7905,4
7906,6
7907,1
7908,0
7909,2
7910,2
7911,1
7912,0
7913,2
7914,0
7915,3
7916,0
7917,1
7918,3
7919,2
7920,2
7921,6
7922,0
7923,2
7924,3
7925,5
7926,2
7927,1
7928,3
7929,0
7930,1
7931,2
7932,6
7933,4
7934,0
7935,3
7936,1
7937,1
7938,2
7939,6
7940,0
7941,1
7942,5
7943,0
7944,6
7945,2
7946,2
7947,3
7948,3
7949,0
7950,5
7951,1
7952,3
7953,5
7954,3
7955,0
7956,3
7957,2
7958,5
7959,5
7960,5
7961,5
7962,1
7963,4
7964,2
7965,3
7966,4
7967,2
7968,0
7969,4
7970,1
7971,3
7972,1
7973,0
7974,5
7975,1
7976,0
7977,3
7978,0
7979,2
7980,3
7981,0
7982,4
7983,4
7984,2
7985,3
7986,3
7987,3
7988,5
7989,2
7990,3
7991,5
7992,5
7993,3
7994,1
7995,2
7996,3
7997,0
7998,0
7999,3
8000,3
8001,2
8002,1
8003,2
8004,5
8005,0
8006,5
8007,3
8008,0
8009,0
8010,2
8011,5
8012,0
8013,5
8014,1
8015,3
8016,5
8017,0
8018,3
8019,4
8020,4
8021,3
8022,2
8023,4
8024,3
8025,2
8026,0
8027,2
8028,0
8029,5
8030,2
8031,4
8032,6
8033,4
8034,2
8035,3
8036,1
8037,3
8038,0
8039,4
8040,4
8041,4
8042,3
8043,0
8044,1
8045,3
8046,2
8047,5
8048,2
8049,4
8050,4
8051,5
8052,2
8053,1
8054,2
8055,0
8056,3
8057,3
8058,1
8059,6
8060,4
8061,6
8062,6
8063,3
8064,4
8065,2
8066,1
8067,3
8068,5
8069,5
8070,3
8071,4
8072,1
8073,1
8074,3
8075,3
8076,4
8077,4
8078,2
8079,0
8080,0
8081,5
8082,2
8083,2
8084,2
8085,3
8086,3
8087,4
8088,2
8089,1
8090,3
8091,3
8092,3
8093,4
8094,0
8095,0
8096,4
8097,0
8098,4
8099,5
8100,1
8101,2
8102,2
8103,2
8104,3
8105,1
8106,0
8107,2
8108,2
8109,6
8110,4
8111,3
8112,0
8113,1
8114,3
8115,5
8116,0
8117,4
8118,1
8119,0
8120,2
8121,0
8122,0
8123,0
8124,1
8125,4
8126,5
8127,0
8128,5
8129,6
8130,0
8131,1
8132,3
8133,1
8134,3
8135,5
8136,4
8137,1
8138,5
8139,5
8140,3
8141,1
8142,0
8143,2
8144,3
8145,2
8146,1
8147,3
8148,3
8149,0
8150,4
8151,0
8152,4
8153,0
8154,1
8155,2
8156,5
8157,2
8158,5
8159,1
8160,4
8161,0
8162,5
8163,1
8164,2
8165,4
8166,2
8167,2
8168,3
8169,2
8170,6
8171,0
8172,0
8173,5
8174,3
8175,3
8176,5
8177,2
8178,4
8179,3
8180,0
8181,1
8182,5
8183,3
8184,4
8185,3
8186,4
8187,5
8188,0
8189,2
8190,1
8191,1
8192,3
8193,6
8194,6
8195,4
8196,2
8197,2
8198,1
8199,3
8200,5
8201,2
8202,3
8203,6
8204,0
8205,5
8206,0
8207,4
8208,4
8209,1
8210,3
8211,5
8212,0
8213,4
8214,4
8215,5
8216,5
8217,5
8218,4
8219,2
8220,1
8221,3
8222,5
8223,1
8224,4
8225,1
8226,5
8227,1
8228,4
8229,1
8230,2
8231,2
8232,2
8233,0
8234,2
8235,3
8236,3
8237,3
8238,3
8239,0
8240,1
8241,3
8242,6
8243,1
8244,2
8245,0
8246,4
8247,3
8248,2
8249,2
8250,2
8251,0
8252,1
8253,1
8254,5
8255,3
8256,3
8257,4
8258,0
8259,0
8260,0
8261,0
8262,2
8263,3
8264,4
8265,5
8266,3
8267,3
8268,3
8269,2
8270,0
8271,4
8272,1
8273,1
8274,5
8275,4
8276,1
8277,3
8278,2
8279,0
8280,3
8281,3
8282,3
8283,5
8284,3
8285,4
8286,5
8287,1
8288,5
8289,4
8290,0
8291,5
8292,2
8293,3
8294,2
8295,1
8296,6
8297,1
8298,3
8299,4
8300,0
8301,0
8302,5
8303,2
8304,6
8305,3
8306,0
8307,0
8308,4
8309,5
8310,0
8311,0
8312,0
8313,4
8314,1
8315,5
8316,4
8317,3
8318,0
8319,4
8320,0
8321,3
8322,5
8323,4
8324,4
8325,5
8326,5
8327,5
8328,5
8329,4
8330,6
8331,5
8332,3
8333,3
8334,5
8335,0
8336,2
8337,0
8338,2
8339,1
8340,1
8341,4
8342,4
8343,5
8344,0
8345,4
8346,3
8347,0
8348,4
8349,5
8350,4
8351,5
8352,3
8353,5
8354,3
8355,1
8356,3
8357,1
8358,0
8359,5
8360,5
8361,0
8362,0
8363,0
8364,5
8365,0
8366,4
8367,3
8368,2
8369,4
8370,5
8371,3
8372,6
8373,4
8374,0
8375,5
8376,3
8377,0
8378,1
8379,3
8380,0
8381,5
8382,1
8383,1
8384,0
8385,0
8386,5
8387,2
8388,4
8389,0
8390,6
8391,4
8392,3
8393,3
8394,3
8395,3
8396,2
8397,3
8398,1
8399,2
8400,3
8401,1
8402,1
8403,3
8404,3
8405,0
8406,5
8407,0
8408,3
8409,5
8410,4
8411,2
8412,6
8413,2
8414,1
8415,2
8416,4
8417,4
8418,0
8419,5
8420,4
8421,2
8422,4
8423,5
8424,4
8425,5
8426,3
8427,0
8428,2
8429,2
8430,4
8431,5
8432,2
8433,0
8434,0
8435,5
8436,4
8437,4
8438,0
8439,1
8440,5
8441,4
8442,3
8443,2
8444,3
8445,0
8446,5
8447,1
8448,1
8449,1
8450,4
8451,1
8452,5
8453,3
8454,5
8455,3
8456,4
8457,2
8458,0
8459,3
8460,3
8461,3
8462,3
8463,5
8464,2
8465,3
8466,3
8467,1
8468,4
8469,1
8470,3
8471,1
8472,6
8473,6
8474,2
8475,4
8476,3
8477,1
8478,3
8479,0
8480,3
8481,3
8482,0
8483,2
8484,4
8485,4
8486,3
8487,2
8488,3
8489,5
8490,5
8491,1
8492,5
8493,4
8494,5
8495,2
8496,1
8497,6
8498,1
8499,5
8500,5
8501,4
8502,3
8503,2
8504,3
8505,3
8506,3
8507,1
8508,3
8509,3
8510,5
8511,2
8512,4
8513,6
8514,3
8515,0
8516,6
8517,0
8518,3
8519,1
8520,1
8521,0
8522,0
8523,5
8524,5
8525,3
8526,4
8527,4
8528,2
8529,5
8530,4
8531,1
8532,1
8533,6
8534,1
8535,6
8536,5
8537,0
8538,1
8539,3
8540,4
8541,0
8542,4
8543,5
8544,5
8545,4
8546,1
8547,4
8548,1
8549,3
8550,1
8551,5
8552,2
8553,0
8554,5
8555,0
8556,5
8557,5
8558,5
8559,1
8560,0
8561,2
8562,1
8563,5
8564,2
8565,2
8566,0
8567,1
8568,3
8569,2
8570,4
8571,3
8572,0
8573,0
8574,4
8575,1
8576,4
8577,3
8578,2
8579,4
8580,2
8581,4
8582,1
8583,0
8584,2
8585,4
8586,3
8587,5
8588,2
8589,2
8590,6
8591,0
8592,0
8593,2
8594,1
8595,3
